,Date,Count,Crime_Category,Region
17,2017-06-30,5866,Burglary at non-residential premises,South Africa
18,2017-07-31,5667,Burglary at non-residential premises,South Africa
19,2017-08-31,6066,Burglary at non-residential premises,South Africa
20,2017-09-30,5882,Burglary at non-residential premises,South Africa
21,2017-10-31,6344,Burglary at non-residential premises,South Africa
22,2017-11-30,6306,Burglary at non-residential premises,South Africa
23,2017-12-31,5450,Burglary at non-residential premises,South Africa
24,2018-01-31,6166,Burglary at non-residential premises,South Africa
25,2018-02-28,5602,Burglary at non-residential premises,South Africa
26,2018-03-31,5722,Burglary at non-residential premises,South Africa
27,2018-04-30,6120,Burglary at non-residential premises,South Africa
28,2018-05-31,6215,Burglary at non-residential premises,South Africa
29,2018-06-30,5492,Burglary at non-residential premises,South Africa
30,2018-07-31,5867,Burglary at non-residential premises,South Africa
31,2018-08-31,6152,Burglary at non-residential premises,South Africa
32,2018-09-30,5658,Burglary at non-residential premises,South Africa
33,2018-10-31,6313,Burglary at non-residential premises,South Africa
34,2018-11-30,6321,Burglary at non-residential premises,South Africa
35,2018-12-31,5490,Burglary at non-residential premises,South Africa
36,2019-01-31,6396,Burglary at non-residential premises,South Africa
37,2019-02-28,5549,Burglary at non-residential premises,South Africa
38,2019-03-31,5678,Burglary at non-residential premises,South Africa
39,2019-04-30,6232,Burglary at non-residential premises,South Africa
40,2019-05-31,5903,Burglary at non-residential premises,South Africa
41,2019-06-30,5139,Burglary at non-residential premises,South Africa
42,2019-07-31,5750,Burglary at non-residential premises,South Africa
43,2019-08-31,5639,Burglary at non-residential premises,South Africa
44,2019-09-30,5503,Burglary at non-residential premises,South Africa
45,2019-10-31,6081,Burglary at non-residential premises,South Africa
46,2019-11-30,5724,Burglary at non-residential premises,South Africa
47,2019-12-31,5374,Burglary at non-residential premises,South Africa
48,2020-01-31,6481,Burglary at non-residential premises,South Africa
49,2020-02-29,5950,Burglary at non-residential premises,South Africa
50,2020-03-31,5953,Burglary at non-residential premises,South Africa
51,2020-04-30,7776,Burglary at non-residential premises,South Africa
52,2020-05-31,5842,Burglary at non-residential premises,South Africa
53,2020-06-30,5222,Burglary at non-residential premises,South Africa
54,2020-07-31,5276,Burglary at non-residential premises,South Africa
55,2020-08-31,5445,Burglary at non-residential premises,South Africa
56,2020-09-30,5160,Burglary at non-residential premises,South Africa
57,2020-10-31,5390,Burglary at non-residential premises,South Africa
58,2020-11-30,5380,Burglary at non-residential premises,South Africa
59,2020-12-31,4780,Burglary at non-residential premises,South Africa
60,2021-01-31,5374,Burglary at non-residential premises,South Africa
61,2021-02-28,4823,Burglary at non-residential premises,South Africa
62,2021-03-31,5018,Burglary at non-residential premises,South Africa
0,2016-01-31,21924,Burglary at residential premises,South Africa
1,2016-02-29,20473,Burglary at residential premises,South Africa
2,2016-03-31,22089,Burglary at residential premises,South Africa
3,2016-04-30,21183,Burglary at residential premises,South Africa
4,2016-05-31,21727,Burglary at residential premises,South Africa
5,2016-06-30,19254,Burglary at residential premises,South Africa
6,2016-07-31,19953,Burglary at residential premises,South Africa
7,2016-08-31,21335,Burglary at residential premises,South Africa
8,2016-09-30,20803,Burglary at residential premises,South Africa
9,2016-10-31,21063,Burglary at residential premises,South Africa
10,2016-11-30,19940,Burglary at residential premises,South Africa
11,2016-12-31,20875,Burglary at residential premises,South Africa
12,2017-01-31,21002,Burglary at residential premises,South Africa
13,2017-02-28,19021,Burglary at residential premises,South Africa
14,2017-03-31,20675,Burglary at residential premises,South Africa
15,2017-04-30,19752,Burglary at residential premises,South Africa
16,2017-05-31,19694,Burglary at residential premises,South Africa
17,2017-06-30,18290,Burglary at residential premises,South Africa
18,2017-07-31,17989,Burglary at residential premises,South Africa
19,2017-08-31,19045,Burglary at residential premises,South Africa
20,2017-09-30,18450,Burglary at residential premises,South Africa
21,2017-10-31,19518,Burglary at residential premises,South Africa
22,2017-11-30,18164,Burglary at residential premises,South Africa
23,2017-12-31,20115,Burglary at residential premises,South Africa
24,2018-01-31,19901,Burglary at residential premises,South Africa
25,2018-02-28,17851,Burglary at residential premises,South Africa
26,2018-03-31,19535,Burglary at residential premises,South Africa
27,2018-04-30,18910,Burglary at residential premises,South Africa
28,2018-05-31,18927,Burglary at residential premises,South Africa
29,2018-06-30,17410,Burglary at residential premises,South Africa
30,2018-07-31,18092,Burglary at residential premises,South Africa
31,2018-08-31,18726,Burglary at residential premises,South Africa
32,2018-09-30,17594,Burglary at residential premises,South Africa
33,2018-10-31,18485,Burglary at residential premises,South Africa
34,2018-11-30,18250,Burglary at residential premises,South Africa
35,2018-12-31,19353,Burglary at residential premises,South Africa
36,2019-01-31,19428,Burglary at residential premises,South Africa
37,2019-02-28,17441,Burglary at residential premises,South Africa
38,2019-03-31,18442,Burglary at residential premises,South Africa
39,2019-04-30,19290,Burglary at residential premises,South Africa
40,2019-05-31,18202,Burglary at residential premises,South Africa
41,2019-06-30,15941,Burglary at residential premises,South Africa
42,2019-07-31,17475,Burglary at residential premises,South Africa
43,2019-08-31,16792,Burglary at residential premises,South Africa
44,2019-09-30,15663,Burglary at residential premises,South Africa
45,2019-10-31,17335,Burglary at residential premises,South Africa
46,2019-11-30,16679,Burglary at residential premises,South Africa
47,2019-12-31,17723,Burglary at residential premises,South Africa
48,2020-01-31,18346,Burglary at residential premises,South Africa
49,2020-02-29,16837,Burglary at residential premises,South Africa
50,2020-03-31,15821,Burglary at residential premises,South Africa
51,2020-04-30,12278,Burglary at residential premises,South Africa
52,2020-05-31,12209,Burglary at residential premises,South Africa
53,2020-06-30,12641,Burglary at residential premises,South Africa
54,2020-07-31,12553,Burglary at residential premises,South Africa
55,2020-08-31,13072,Burglary at residential premises,South Africa
56,2020-09-30,13679,Burglary at residential premises,South Africa
57,2020-10-31,14064,Burglary at residential premises,South Africa
58,2020-11-30,14238,Burglary at residential premises,South Africa
59,2020-12-31,14532,Burglary at residential premises,South Africa
60,2021-01-31,14004,Burglary at residential premises,South Africa
61,2021-02-28,12625,Burglary at residential premises,South Africa
62,2021-03-31,13939,Burglary at residential premises,South Africa
0,2016-01-31,1162,Carjacking,South Africa
1,2016-02-29,1201,Carjacking,South Africa
2,2016-03-31,1229,Carjacking,South Africa
3,2016-04-30,1384,Carjacking,South Africa
4,2016-05-31,1403,Carjacking,South Africa
5,2016-06-30,1332,Carjacking,South Africa
6,2016-07-31,1524,Carjacking,South Africa
7,2016-08-31,1411,Carjacking,South Africa
8,2016-09-30,1401,Carjacking,South Africa
9,2016-10-31,1549,Carjacking,South Africa
10,2016-11-30,1484,Carjacking,South Africa
11,2016-12-31,1281,Carjacking,South Africa
12,2017-01-31,1326,Carjacking,South Africa
13,2017-02-28,1212,Carjacking,South Africa
14,2017-03-31,1455,Carjacking,South Africa
15,2017-04-30,1268,Carjacking,South Africa
16,2017-05-31,1385,Carjacking,South Africa
17,2017-06-30,1375,Carjacking,South Africa
18,2017-07-31,1435,Carjacking,South Africa
19,2017-08-31,1470,Carjacking,South Africa
20,2017-09-30,1445,Carjacking,South Africa
21,2017-10-31,1458,Carjacking,South Africa
22,2017-11-30,1423,Carjacking,South Africa
23,2017-12-31,1272,Carjacking,South Africa
24,2018-01-31,1297,Carjacking,South Africa
25,2018-02-28,1217,Carjacking,South Africa
26,2018-03-31,1314,Carjacking,South Africa
27,2018-04-30,1294,Carjacking,South Africa
28,2018-05-31,1379,Carjacking,South Africa
29,2018-06-30,1329,Carjacking,South Africa
30,2018-07-31,1401,Carjacking,South Africa
31,2018-08-31,1455,Carjacking,South Africa
32,2018-09-30,1393,Carjacking,South Africa
33,2018-10-31,1299,Carjacking,South Africa
34,2018-11-30,1390,Carjacking,South Africa
35,2018-12-31,1240,Carjacking,South Africa
36,2019-01-31,1280,Carjacking,South Africa
37,2019-02-28,1204,Carjacking,South Africa
38,2019-03-31,1399,Carjacking,South Africa
39,2019-04-30,1369,Carjacking,South Africa
40,2019-05-31,1544,Carjacking,South Africa
41,2019-06-30,1637,Carjacking,South Africa
42,2019-07-31,1677,Carjacking,South Africa
43,2019-08-31,1656,Carjacking,South Africa
44,2019-09-30,1549,Carjacking,South Africa
45,2019-10-31,1504,Carjacking,South Africa
46,2019-11-30,1553,Carjacking,South Africa
47,2019-12-31,1405,Carjacking,South Africa
48,2020-01-31,1420,Carjacking,South Africa
49,2020-02-29,1464,Carjacking,South Africa
50,2020-03-31,1419,Carjacking,South Africa
51,2020-04-30,394,Carjacking,South Africa
52,2020-05-31,907,Carjacking,South Africa
53,2020-06-30,1376,Carjacking,South Africa
54,2020-07-31,1578,Carjacking,South Africa
55,2020-08-31,1614,Carjacking,South Africa
56,2020-09-30,1611,Carjacking,South Africa
57,2020-10-31,1689,Carjacking,South Africa
58,2020-11-30,1676,Carjacking,South Africa
59,2020-12-31,1429,Carjacking,South Africa
60,2021-01-31,1278,Carjacking,South Africa
61,2021-02-28,1515,Carjacking,South Africa
62,2021-03-31,1720,Carjacking,South Africa
0,2016-01-31,6045,Commercial crime,South Africa
1,2016-02-29,6232,Commercial crime,South Africa
2,2016-03-31,5943,Commercial crime,South Africa
3,2016-04-30,6245,Commercial crime,South Africa
4,2016-05-31,5872,Commercial crime,South Africa
5,2016-06-30,6040,Commercial crime,South Africa
6,2016-07-31,5964,Commercial crime,South Africa
7,2016-08-31,6606,Commercial crime,South Africa
8,2016-09-30,6323,Commercial crime,South Africa
9,2016-10-31,6693,Commercial crime,South Africa
10,2016-11-30,6475,Commercial crime,South Africa
11,2016-12-31,5761,Commercial crime,South Africa
12,2017-01-31,5519,Commercial crime,South Africa
13,2017-02-28,5695,Commercial crime,South Africa
14,2017-03-31,6359,Commercial crime,South Africa
15,2017-04-30,5528,Commercial crime,South Africa
16,2017-05-31,6358,Commercial crime,South Africa
17,2017-06-30,5885,Commercial crime,South Africa
18,2017-07-31,6067,Commercial crime,South Africa
19,2017-08-31,6480,Commercial crime,South Africa
20,2017-09-30,5927,Commercial crime,South Africa
21,2017-10-31,6364,Commercial crime,South Africa
22,2017-11-30,6618,Commercial crime,South Africa
23,2017-12-31,5683,Commercial crime,South Africa
24,2018-01-31,6037,Commercial crime,South Africa
25,2018-02-28,6403,Commercial crime,South Africa
26,2018-03-31,6778,Commercial crime,South Africa
27,2018-04-30,6463,Commercial crime,South Africa
28,2018-05-31,7950,Commercial crime,South Africa
29,2018-06-30,7515,Commercial crime,South Africa
30,2018-07-31,6927,Commercial crime,South Africa
31,2018-08-31,7557,Commercial crime,South Africa
32,2018-09-30,6350,Commercial crime,South Africa
33,2018-10-31,7351,Commercial crime,South Africa
34,2018-11-30,7157,Commercial crime,South Africa
35,2018-12-31,6151,Commercial crime,South Africa
36,2019-01-31,6744,Commercial crime,South Africa
37,2019-02-28,6899,Commercial crime,South Africa
38,2019-03-31,7582,Commercial crime,South Africa
39,2019-04-30,6990,Commercial crime,South Africa
40,2019-05-31,7427,Commercial crime,South Africa
41,2019-06-30,6899,Commercial crime,South Africa
42,2019-07-31,7310,Commercial crime,South Africa
43,2019-08-31,7343,Commercial crime,South Africa
44,2019-09-30,6865,Commercial crime,South Africa
45,2019-10-31,8140,Commercial crime,South Africa
46,2019-11-30,7309,Commercial crime,South Africa
47,2019-12-31,6276,Commercial crime,South Africa
48,2020-01-31,6783,Commercial crime,South Africa
49,2020-02-29,6790,Commercial crime,South Africa
50,2020-03-31,6620,Commercial crime,South Africa
51,2020-04-30,3468,Commercial crime,South Africa
52,2020-05-31,5830,Commercial crime,South Africa
53,2020-06-30,6133,Commercial crime,South Africa
54,2020-07-31,6806,Commercial crime,South Africa
55,2020-08-31,7816,Commercial crime,South Africa
56,2020-09-30,7365,Commercial crime,South Africa
57,2020-10-31,8173,Commercial crime,South Africa
58,2020-11-30,7844,Commercial crime,South Africa
59,2020-12-31,7411,Commercial crime,South Africa
60,2021-01-31,7108,Commercial crime,South Africa
61,2021-02-28,7265,Commercial crime,South Africa
62,2021-03-31,8185,Commercial crime,South Africa
0,2016-01-31,14237,Common assault,South Africa
1,2016-02-29,14584,Common assault,South Africa
2,2016-03-31,14842,Common assault,South Africa
3,2016-04-30,12917,Common assault,South Africa
4,2016-05-31,12656,Common assault,South Africa
5,2016-06-30,11136,Common assault,South Africa
6,2016-07-31,11618,Common assault,South Africa
7,2016-08-31,13414,Common assault,South Africa
8,2016-09-30,13128,Common assault,South Africa
9,2016-10-31,13850,Common assault,South Africa
10,2016-11-30,14111,Common assault,South Africa
11,2016-12-31,15670,Common assault,South Africa
12,2017-01-31,12501,Common assault,South Africa
13,2017-02-28,12264,Common assault,South Africa
14,2017-03-31,13367,Common assault,South Africa
15,2017-04-30,12140,Common assault,South Africa
16,2017-05-31,11971,Common assault,South Africa
17,2017-06-30,11616,Common assault,South Africa
18,2017-07-31,11724,Common assault,South Africa
19,2017-08-31,12784,Common assault,South Africa
20,2017-09-30,13117,Common assault,South Africa
21,2017-10-31,13501,Common assault,South Africa
22,2017-11-30,14119,Common assault,South Africa
23,2017-12-31,16169,Common assault,South Africa
24,2018-01-31,12883,Common assault,South Africa
25,2018-02-28,12508,Common assault,South Africa
26,2018-03-31,13923,Common assault,South Africa
27,2018-04-30,12348,Common assault,South Africa
28,2018-05-31,12032,Common assault,South Africa
29,2018-06-30,11644,Common assault,South Africa
30,2018-07-31,12201,Common assault,South Africa
31,2018-08-31,12974,Common assault,South Africa
32,2018-09-30,13114,Common assault,South Africa
33,2018-10-31,13523,Common assault,South Africa
34,2018-11-30,14643,Common assault,South Africa
35,2018-12-31,17494,Common assault,South Africa
36,2019-01-31,13188,Common assault,South Africa
37,2019-02-28,13664,Common assault,South Africa
38,2019-03-31,15410,Common assault,South Africa
39,2019-04-30,12340,Common assault,South Africa
40,2019-05-31,12795,Common assault,South Africa
41,2019-06-30,11050,Common assault,South Africa
42,2019-07-31,11900,Common assault,South Africa
43,2019-08-31,13060,Common assault,South Africa
44,2019-09-30,14033,Common assault,South Africa
45,2019-10-31,15496,Common assault,South Africa
46,2019-11-30,15078,Common assault,South Africa
47,2019-12-31,17025,Common assault,South Africa
48,2020-01-31,13955,Common assault,South Africa
49,2020-02-29,14720,Common assault,South Africa
